sl_no,nbfc_name,regional_office,accepts_deposits,classification,cin,layer
2987,Growfast Securities & Credit Pvt Limited,New Delhi,No,ICC,U65993DL1992PLC048603,Base
2988,Grownet Finance Private Limited,Mumbai,No,ICC,U65929PN2022PTC208293,Base
2989,Growth Well Finlease Pvt. Ltd.,New Delhi,No,ICC,U65921DL1996PTC075842,Base
2990,Groww Creditserv Technology Private Limited,Bengaluru,No,ICC,U65990KA2021PTC143517,Middle
2991,Growxcd Finance Private Limited,Chennai,No,ICC,U64990TN2022PTC149101,Base
2992,Gsb Finance Ltd.,Mumbai,No,ICC,L99999MH2001PLC134193,Base
2993,GSD Housing Finance Private Ltd. (Formerly: G.S.D Housing Finance Limited),Guwahati,No,ICC,U65922AS1995PLC004446,Base
2994,GSD Trading And Financial Services Pvt. Ltd,Ahmedabad,No,ICC,U65923GJ1993PTC071314,Base
2995,GSL Securities Limited,Mumbai,No,ICC,L65990MH1994PLC077417,Base
2996,GSR Tradefin Pvt Ltd,Kolkata,No,ICC,U51109WB1993PTC060725,Base
2997,Gtj Capital Services Private Limited,New Delhi,No,ICC,U65990DL2019PTC345350,Base
2998,Gtlaxmi Finace Private Limited,Raipur,No,ICC,U65999CT2019PTC009368,Base
2999,Guardian Finance Private Limited,Ahmedabad,No,ICC,U65993GJ1976PTC112860,Base
3000,Guardian Securities Pvt Ltd,Mumbai,No,ICC,U67120PN1995PTC154151,Base
3001,Guchi Investments Pvt. Ltd.,New Delhi,No,ICC,U27310DL1982PTC013686,Base
3002,Guidance Commercial Pvt. Ltd.,Kolkata,No,ICC,U51909WB2005PTC104077,Base
3003,Guideline Capital Private Limited,Mumbai,No,ICC,U67200MH2017PTC289728,Base
3004,Guiness Finance & Leasing Private Limited (Formerlyk. Commercial Company Pvt.Ltd.),Kolkata,No,ICC,U51900WB1991PTC051744,Base
3005,Gujarat Industrial Investment Corporation Ltd,Ahmedabad,No,ICC,U65990GJ1968SGC001524,Middle
3006,Gujarat Finvest Services Private Limited,Ahmedabad,No,ICC,U65910GJ1994PTC021024,Base
3007,Gujarat State Financial Services Ltd.,Ahmedabad,No,ICC,U65910GJ1992SGC018602,Middle
3008,Gujarat State Investments Limited,Ahmedabad,No,CIC,U64990GJ1988SGC010307,Middle
3009,Gujrani Consultancy Services (P) Ltd,Kolkata,No,ICC,U74210WB1996PTC076603,Base
3010,Gujrani Foods Pvt Ltd,Kolkata,No,ICC,U51219WB1995PTC068778,Base
3011,Gulmarg Holdings Pvt. Ltd.,Mumbai,No,ICC,U67120DL1977PTC312953,Base
3012,Gulmohar Mercantile Pvt.Ltd.,Kolkata,No,ICC,U51909WB2006PTC108134,Base
3013,Gulmohur Trading Pvt. Ltd.,Kolkata,No,ICC,U51909WB1984PTC037633,Base
3014,Gulshan Investment Company Private Limited (Formerly Gulshan Investment Company Limited),New Delhi,No,ICC,U67100DL1986PLC197143,Base
3015,Gulzar Hire Purchase Pvt Ltd,Kolkata,No,ICC,U65921WB1993PTC136270,Base
3016,Gundlupet Finance And Investments Pvt Ltd,Mumbai,No,ICC,U06592MH1997PTC287869,Base
3017,Gungun Investment (P) Ltd,Kolkata,No,ICC,U65993WB1989PTC046553,Base
3018,Gunjan Distributors Pvt Ltd,Kolkata,No,ICC,U51909DL1996PTC237610,Base
3019,Gunjan Marketing Pvt Ltd,Kolkata,No,ICC,U51109WB1996PTC078405,Base
3020,Gunjan Tie-Up (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC078404,Base
3021,Gunny Chem Tex India Ltd.,Kolkata,No,ICC,L51492WB1983PLC035994,Base
3022,Gunpar Leasing & Finance Pvt.Ltd.,New Delhi,No,ICC,U74899DL1993PTC051598,Base
3023,Gunvardhan Vyapaar Pvt Ltd,Kolkata,No,ICC,U51109WB1994PTC064824,Base
3024,Gupta Deals & Merchandise Pvt Ltd,Kolkata,No,ICC,U51909WB1994PTC062881,Base
3025,Gupta Fincaps Private Limited,New Delhi,No,ICC,U67120DL1996PTC235090,Base
3026,Gupta Global Finance Ltd,New Delhi,No,ICC,U65923DL1994PLC061328,Base
3027,Gupta Holdings Pvt. Ltd.,Kolkata,No,ICC,U51395WB1988PTC045216,Base
3028,Gurdaspur Finance & Leasing Private Limited,Chandigarh,No,ICC,U65923PB2009PTC033034,Base
3029,Gurkirpa Hire Purchase Private Limited,New Delhi,No,ICC,U65921DL1990PTC307758,Base
3030,Guru Ganesh Finance (India) Limited,Kolkata,No,ICC,U65191WB1994PLC130344,Base
3031,Guru Kirpa Finvest Limited,Kolkata,No,ICC,U65910WB1996PLC133747,Base
3032,Gurugram Fintech Pvt Ltd (Formerly Rohini Commodities Private Limited),New Delhi,No,ICC,U51109DL1996PTC265414,Base
3033,Gurukripa Tradelink (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC067773,Base
3034,Gurunanak Finance Ltd,Patna,No,ICC,U65910BR1993PLC005628,Base
3035,Gurupath Merchandise (P) Ltd,Kolkata,No,ICC,U51909WB1996PLC077773,Base
3036,Gurupriya Housing Pvt Ltd,Kolkata,No,ICC,U70109WB1995PTC073725,Base
3037,Gwalior Finance Corporation Limited,Kolkata,No,ICC,U67190WB1948PLC210002,Middle
3038,Gwalior Webbing Co Pvt Ltd .,Kolkata,No,ICC,U28939WB1942PTC025403,Middle
3039,Gyan Enterprises Pvt. Ltd.,New Delhi,No,ICC,U65100DL1979PTC021612,Middle
3040,Gyan Promoters (P) Ltd,Kolkata,No,ICC,U70101WB1995PTC074630,Base
3041,Gyan Traders Ltd,Kolkata,No,ICC,L65993WB1981PLC033435,Base
3042,Gyandhan Financial Services Private Limited,New Delhi,No,ICC,U65999DL2019PTC358441,Base
3043,Gypsun Impex (P) Ltd,Kolkata,No,ICC,U51909WB1992PTC056604,Base
3044,H G I Finance & Leasing Limited,New Delhi,No,ICC,U74899DL1992PLC050909,Base
3045,H G I Securities Ltd,New Delhi,No,ICC,U67120DL1965PLC379461,Base
3046,H G Investment & Enterprises (P) Ltd,Kolkata,No,ICC,U65999WB1993PTC058743,Base
3047,H K Securities (P) Ltd,Kolkata,No,ICC,U65999WB1994PTC064609,Base
3048,H M B Investment (P) Ltd,Kolkata,No,ICC,U65999WB1987PTC043520,Base
3049,H R Global Finance Ltd,Kolkata,No,ICC,U65999WB1995PLC067446,Base
3050,H S K Business (P) Ltd,Kolkata,No,ICC,U92112WB1995PTC071212,Base
3051,H V R V (India) Pvt. Ltd.,Kolkata,No,ICC,U65921WB1982PTC035625,Base
3052,H. K. Financiers Private Limited,Jaipur,No,ICC,U99999RJ1993PTC035285,Base
3053,H.K.S. Capital & Finance Ltd.,New Delhi,No,ICC,U74899DL1994PTC060896,Base
3054,H.L.A. Investments Pvt.Ltd.,New Delhi,No,ICC,U74899DL1994PTC057224,Base
3055,Habitat Micro Build India Housing Finance Company Private Limited,Chennai,No,HFC,U65922KA2010PTC079842,Middle
3056,"Hakmans Financial Services & Sec. Pvt. Ltd,",Mumbai,No,ICC,U67190MH1992PTC066544,Base
3057,Haldaur Leasing And Finance Co Private Limited,Kolkata,No,ICC,U65910WB1990PTC150423,Base
3058,Haldia Investment Co Ltd,Kolkata,No,ICC,U65993WB1974PLC029376,Base
3059,Halifax Tiecomm Pvt. Ltd.,Kanpur,No,ICC,U51909UP1995PTC110209,Base
3060,Halkara Finance Private Limited (Name as per MCA - Ladha Finance Limited),Mumbai,No,ICC,U65920MH1994PLC082833,Base
3061,Hallmark Commerce Pvt. Ltd.,Kolkata,No,ICC,U67120WB1992PTC054871,Base
3062,Hallow Securities Pvt. Ltd.,New Delhi,No,ICC,U67120DL1996PTC307090,Base
3063,Hamdum Finance Company Private Limited,Jammu,No,ICC,U67120JK1988PTC001033,Base
3064,Hamilton & Company Limited,Mumbai,No,ICC,U36911MH1920PLC305877,Base
3065,Hamilton Distributors (P) Ltd,Kolkata,No,ICC,U51909WB1994PTC062480,Base
3066,Hamper Vincom (P) Ltd,Kolkata,No,ICC,U01409WB1996PTC077864,Base
3067,Hansa Textrade Pvt. Ltd.,Kolkata,No,ICC,U51909WB1996PTC078355,Base
3068,Hanuman Freight & Carriers Pvt. Ltd.,Mumbai,No,ICC,U60210MH1991PTC227610,Base
3069,Hanuman Industries (I) (P) Ltd,Kolkata,No,ICC,U51109WB1954PTC021882,Base
3070,Hanuman Trading & Feeds Pvt Ltd,Kolkata,No,ICC,U52322WB1992PTC054937,Base
3071,Hanumant Kripa Easy Finance Private Limited,Chandigarh,No,ICC,U65990PB2018PTC047591,Base
3072,Hanurang Mercantiles Pvt Ltd,Kolkata,No,ICC,U51909WB1995PTC073559,Base
3073,Hanurang Vinimay Pvt. Ltd.,New Delhi,No,ICC,U51109DL1995PTC316218,Base
3074,Happy Home Finance Private Limited(Formerly Pizza Hut Private Limited),Kolkata,No,ICC,U15411WB1994PTC063699,Base
3075,Happy Valley Properties & Investments P Ltd,Kolkata,No,ICC,U45203WB1987PTC042035,Base
3076,Har Shreejee Finance & Leasing Company Ltd.,New Delhi,No,ICC,U65921DL1996PLC082373,Base
3077,Hara Merchandise (P) Ltd,Kolkata,No,ICC,U74940WB1992PTC056138,Base
3078,Haragouri Financial Services Pvt Ltd,Kolkata,No,ICC,U65993WB1996PTC079858,Base
3079,Haralalka Commercial (P) Ltd,Kolkata,No,ICC,U29130WB1986PTC041009,Base
3080,Hardcore Viniyog Private Ltd.,New Delhi,No,ICC,U74899DL2000PTC104686,Middle
3081,Hardik Finance Limited,Ahmedabad,No,ICC,U65923GJ1995PLC027646,Base
3082,Hare Krishna Finance Pvt. Ltd.,Raipur,No,ICC,U65990CT2020PTC009889,Base
3083,Hare Krishna Finsec Pvt. Ltd.,New Delhi,No,ICC,U65993DL1999PTC100031,Base
3084,Hare Shankar Investment & Trading Co. Private Ltd.,New Delhi,No,ICC,U65923DL1993PTC052494,Base
3085,Hargaon Investment & Trading Co. Ltd.,Kolkata,No,ICC,U67120WB1986PLC041679,Middle
3086,Hargobind Sahib Hire Purchase Pvt. Ltd.,Chandigarh,No,ICC,U65921PB1993PTC013298,Base
3087,Hari and Company Investments Madras Private Limited,Chennai,No,ICC,U65991TN1989PTC017066,Middle
3088,Hari Finance & Trade (P) Ltd,Kolkata,No,ICC,U67120WB1971PTC028147,Base
3089,Hari Nitesh Finance Private Limited,Chennai,No,ICC,U65191TN1991PTC020668,Base
3090,Hari Shankar Singhania Holdings Private Limited,New Delhi,No,CIC,U67120DL2004PTC126956,Middle
3091,Hari Trafin (P) Ltd,Kolkata,No,ICC,U67120WB1995PTC068649,Base
3092,Hari Vyapaar (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC062235,Base
3093,Haridarshan Sales (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC070724,Base
3094,Haridwar Traders (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC078502,Base
3095,Harinam Investment & Finance Pvt Ltd.,New Delhi,No,ICC,U74899DL1994PTC061022,Base
3096,Harini Commotrade (P) Ltd,Kolkata,No,ICC,U52321WB1994PTC064739,Base
3097,Hariom Vanijya (P) Ltd,Kolkata,No,ICC,U70101WB1989PTC047438,Base
3098,Harish Sharma Finance & Investment (P) Ltd. (New-Loan Company),Jaipur,No,ICC,U74140RJ2006PTC022407,Base
3099,Harit Properties P Ltd,Kolkata,No,ICC,U70101WB1989PTC047874,Base
3100,Harita Srinivasan Private Limited,Chennai,No,ICC,U65993TN1982PTC009429,Base
3101,Haritwal Finserve Private Limited (Formerly Gulab Bohra Ispat Pvt. Ltd.),Jaipur,No,ICC,U27107RJ1991PTC006252,Base
3102,Harki Properties And Investments Private Limited,New Delhi,No,Type-I,U74899DL1983PTC014995,Base
3103,Harlalka Properties & Investments Ltd,Kolkata,No,ICC,U70200WB1983PLC036341,Base
3104,Harman Hire Purchase Pvt Ltd,Kolkata,No,ICC,U65921WB1993PTC226238,Base
3105,Harman Securities Pvt. Ltd.,New Delhi,No,ICC,U65100DL1995PTC068980,Base
3106,Harrison Organic Fertilizers (P) Ltd,Kolkata,No,ICC,U24129WB1985PTC038949,Base
3107,Harroze Enterprises (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC065567,Base
3108,Harsh Chemicals Ltd,Kolkata,No,ICC,U24114WB1982PTC034581,Base
3109,Harsh Credit Pvt Ltd,Kolkata,No,ICC,U67120WB1984PTC037309,Base
3110,Harsh Investments (P) Ltd,Kolkata,No,ICC,U28993WB1971PTC028158,Base
3111,Harsh Securities (P) Ltd,Kolkata,No,ICC,U67120WB1995PTC071170,Base
3112,Harsh Tracom (P) Ltd,Kolkata,No,ICC,U26993WB1995PTC075810,Base
3113,Harsh Vinimay (P) Ltd,Kolkata,No,ICC,U74140WB1994PTC062105,Base
3114,Harshadray Pvt. Ltd.,Mumbai,No,ICC,U74999MH1953PTC008985,Base
3115,Harsharatna Finance And Investments Private Limited,Kolkata,No,ICC,U65921WB1993PTC157969,Base
3116,Harshit Finvest Pvt. Ltd.,New Delhi,No,ICC,U65920DL1995PTC065201,Base
3117,Harshreya Tradecom Private Limited,Kolkata,No,ICC,U51909WB1996PTC078804,Base
3118,Harton Pvt. Ltd,Mumbai,No,ICC,U25200MH1966PTC013646,Base
3119,Harvard Trading Pvt. Ltd.,Kolkata,No,ICC,U51909WB1993PTC058363,Base
3120,Harvinder Finance Company Private Limited,New Delhi,No,ICC,U65921DL1991PTC291534,Base
3121,Haryana Capfin Limited,Mumbai,No,ICC,L27209MH1998PLC236139,Base
3122,Haryana International Capital Finance Private Limited (Change Of Status From Public Ltd. To Pvt. Ltd.),Kolkata,No,ICC,U65921WB1994PTC130892,Base
3123,Haryana New Pulsar Leasing & Finance Pvt.Ltd,New Delhi,No,ICC,U65910DL1996PTC081326,Base
3124,Haryana State Financial Services Limited,New Delhi,No,ICC,U65999HR2018SGC074580,Middle
3125,Hasham Investment and Trading Company Private Limited,Bengaluru,No,CIC,U67120KA1983PTC074543,Middle
3126,Hasti Finance Limited,Chennai,No,ICC,L65191TN1994PLC028333,Base
3127,"Hastinapur Investment & Trading Pvt. Ltd,",Mumbai,No,ICC,U65993MH1983PTC029067,Base
3128,Hasu Investments Private Limited,Ahmedabad,No,ICC,U65990GJ1979PTC004841,Base
3129,Hathway Investments Private Limited,Mumbai,No,ICC,U65990MH1993PTC072713,Middle
3130,Hawk Capital Private Limlited,New Delhi,No,ICC,U74899DL1995PTC067864,Base
3131,Hazoor Sahib Housing And Finance (India) Ltd.,New Delhi,No,ICC,U65922DL1997PLC088854,Base
3132,HB Leasing And Finance Company Limited,New Delhi,No,ICC,L65910HR1982PLC034071,Base
3133,HB Stock Holdings Ltd.,New Delhi,No,ICC,L65929HR1985PLC033936,Base
3134,HBC Finance & Leasing Ltd.,Hyderabad,No,ICC,U65910TG1994PLC016870,Base
3135,HCL Capital Private Limited,New Delhi,No,ICC,U67120DL1996PTC078853,Middle
3136,HCL Corporation Private Limited,New Delhi,No,ICC,U74120DL2008PTC183849,Middle
3137,HDB Financial Services Limited,Ahmedabad,No,ICC,U65993GJ2007PLC051028,Upper
3138,HDFC Holdings Ltd.,Mumbai,No,ICC,U65993MH2000PLC123680,Middle
3139,Healthcare Capital Private Limited,Chennai,No,Type-I,U65929TN2021PTC143294,Base
3140,Heaven Tradelink (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC077121,Base
3141,Hector Software (P) Ltd,Kolkata,No,ICC,U51219WB1995PTC067322,Base
3142,Hedge Finance Limited,Thiruvananthapuram,No,ICC,U65923KL2011PLC027672,Base
3143,Heeraa Financial Services Limited,Chennai,No,ICC,U71309TN1995PLC031035,Base
3144,Hegde Finance & Investments Pvt Ltd,Mumbai,No,ICC,U65990MH1994PTC084150,Base
3145,Hela Holding Pvt. Ltd.,Kolkata,No,ICC,U70101WB1991PTC051556,Base
3146,Helpage Finlease Limited,New Delhi,No,ICC,L51909DL1982PLC014434,Base
3147,"Hem Holdings & Trading Ltd,",Mumbai,No,ICC,L65990MH1982PLC026823,Base
3148,Hema Exports Pvt Ltd,Kolkata,No,ICC,U27109WB1990PTC049278,Base
3149,Hemani Forex Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC064872,Base
3150,Hemnidhi Securities Ltd.,Kolkata,No,ICC,L67120WB1987PLC043423,Base
3151,Hemsagar Dealers Pvt.Ltd.,Kolkata,No,ICC,U51109WB1996PTC078831,Base
3152,Hena Investment Pvt. Ltd.,New Delhi,No,ICC,U74899DL1991PTC046040,Base
3153,Henco Commercials Pvt. Ltd.,New Delhi,No,ICC,U52321DL1995PTC273602,Base
3154,Hendez Distributors Pvt. Ltd.,Kolkata,No,ICC,U52190WB1994PTC062148,Base
3155,Henko Commodities Pvt. Ltd,Kolkata,No,ICC,U51109WB1994PTC064725,Base
3156,Herambha Leasing Limited,Bengaluru,No,ICC,U85110KA1990PLC010667,Base
3157,Heritage Finlease Limited,Hyderabad,No,ICC,U65910TG1996PLC023310,Base
3158,Hermes Financers Private Limited ( Formerly Star-Point Dealer (P)Ltd),Kolkata,No,ICC,U51909WB1995PTC072506,Base
3159,Hero Fincorp Limited,New Delhi,No,ICC,U74899DL1991PLC046774,Middle
3160,Hero Housing Finance Limited,Mumbai,No,HFC,U65192DL2016PLC301481,Middle
3161,HET Finance Private Limited,Ahmedabad,No,ICC,U15500GJ2008PTC053568,Base
3162,Hewlett-Packard Financial Services (India) Private Limited,Bengaluru,No,ICC,U65910KA2001PTC080236,Middle
3163,Hexa Securities And Finance Company Limited,Kanpur,No,ICC,U74899UP1994PLC120082,Base
3164,Hexagon Commerce (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC067752,Base
3165,Hifill Tracon (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC067468,Base
3166,Hifin Capital Pvt. Ltd.,Mumbai,No,ICC,U29224MH1971PTC015403,Base
3167,Hi-Gain Consultancy Services Pvt. Ltd.,Kolkata,No,ICC,U74140WB1987PTC043496,Base
3168,High Growth Securities &Holdings Pvt.Ltd.,New Delhi,No,ICC,U74899DL1994PTC060694,Base
3169,High Link Finvest Limited,New Delhi,No,ICC,U65910DL1996PLC077604,Base
3170,Higher Education Financing Agency ( Govt. Company),Bengaluru,No,ICC,U74999KA2017NPL103474,Middle
3171,Highgain Finvest Private Limited,New Delhi,No,ICC,U74899DL1995PTC072010,Base
3172,Highness Finance Private Limited (Formerly Known As Highness Kuries & Loans (P) Ltd ),Thiruvananthapuram,No,ICC,U65992KL1994PTC007735,Base
3173,Highrise Securities & Trading (P) Ltd.,New Delhi,No,ICC,U74899DL1994PTC062472,Base
3174,Highsky Finance & Investments (P) Ltd.,New Delhi,No,ICC,U65910DL1996PTC077501,Base
3175,Highvalue Investments (P) Ltd,Kolkata,No,ICC,U67120WB1993PTC059238,Base
3176,Highyield Securities Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC063563,Base
3177,Hi-Klass Trading & Investment Limited,Mumbai,No,ICC,L51900MH1992PLC066262,Base
3178,Hil Engineering Pvt Ltd,Kolkata,No,ICC,U65921WB1991PTC052785,Base
3179,Hill Queen Investment Pvt Ltd,Kolkata,No,ICC,U74899WB1986PTC112001,Base
3180,Hill View Finvest (P) Ltd.,Jaipur,No,ICC,U65993RJ1996PTC012040,Base
3181,Hill View Hire Purchase Private Limited,Bhubaneswar,No,ICC,U72300OR1991PTC027621,Middle
3182,Hillman Capital Services Pvt.Ltd.,New Delhi,No,ICC,U65100DL1995PTC064152,Base
3183,Hillson Merchandise (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC078747,Base
3184,Hillview Agencies Pvt. Ltd.,Kolkata,No,ICC,U51909WB1988PTC045297,Base
3185,Hilton Marketiers Pvt. Ltd.,Kolkata,No,ICC,U51109WB1992PTC056307,Base
3186,HIM Fincap Private Limited,Ahmedabad,No,ICC,U65920GJ2018PTC105820,Base
3187,Himachal Motor And General Finance Limited,Ahmedabad,No,ICC,U65921GJ1985PLC107207,Base
3188,Himadri Credit & Finance Ltd,Kolkata,No,ICC,L65921WB1994PLC062875,Base
3189,Himalaya Fincon (P) Ltd,Kolkata,No,ICC,U65922WB1991PTC053623,Base
3190,Himalaya Finlease Pvt. Ltd.,New Delhi,No,ICC,U65923DL1996PTC077180,Base
3191,Himalyan Financial Services Limited,Shimla,No,ICC,U91120HP1993PLC013127,Base
3192,Himani Leasing Co. Ltd.,Chandigarh,No,ICC,U65921CH1989PLC009604,Base
3193,Himansu Lease Fin Pvt. Ltd.,New Delhi,No,ICC,U74899DL1989PTC037626,Base
3194,Himatsingka Auto Enterprises Ltd,Kolkata,No,ICC,L34300WB1986PLC040085,Base
3195,Himavanta Investors (P) Ltd,Kolkata,No,ICC,U65921WB1995PTC069409,Base
3196,Himgiri Auto Finance Private Limited,New Delhi,No,ICC,U67190DL2010PTC206687,Base
3197,Himgiri Hire Purchase Limited,Mumbai,No,ICC,U65921PN1990PLC167068,Base
3198,Himmat Finlease Pvt. Ltd.,Bhopal,No,ICC,U65921MP1995PTC009433,Base
3199,Himtaj Consultants (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC070412,Base
3200,Hincon Finance Ltd. (Formerly Hindustan Finvest Limited),Mumbai,No,ICC,U67120MH1992PLC066854,Base
3201,Hincon Holdings Ltd.,Mumbai,No,ICC,U67120MH1996PLC102787,Base
3202,Hind Carpets Pvt Ltd,Bhopal,No,ICC,U17223MP1981PTC001773,Base
3203,Hind Electrical & General Industries Ltd,Kolkata,No,ICC,U31909WB1958PLC023885,Base
3204,Hind Securities & Credits Limited,New Delhi,No,ICC,U74899DL1993PLC056702,Base
3205,Hindon Mercantile Limited,New Delhi,No,ICC,U34300DL1985PLC021785,Middle
3206,Hindon Mercantile Private Limited,New Delhi,No,ICC,U51101DL1984PTC345718,Base
3207,Hinduja Housing Finance Limited,Mumbai,No,HFC,U65922TN2015PLC100093,Middle
3208,Hinduja Leyland Finance Limited,Chennai,No,ICC,U65993MH2008PLC384221,Middle
3209,Hindusthan Business Corporation Limited,New Delhi,No,ICC,U65993DL1981PLC299385,Base
3210,Hindusthan Consultancy And Services Limited,Kolkata,No,ICC,U74140WB1980PLC221662,Base
3211,Hindusthan Discounting Company Limited,Kolkata,No,Type-I,U65921WB1946PLC014242,Base
3212,Hindusthan Microfinance Pvt. Ltd.-Mfi,Mumbai,No,MFI,U99999MH1996PTC101376,Base
3213,Hindvee Small Finance Limited,Jaipur,No,ICC,U65921RJ1985PLC081187,Base
3214,Hipoline Commerce (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC076045,Base
3215,Hirak Leasing & Investments Pvt Ltd,Mumbai,No,ICC,U65910MH1993PTC073694,Base
3216,Hiranandani Financial Services Private Limited,Mumbai,No,ICC,U65999MH2017PTC291060,Middle
3217,Hiren Holdings Private Limited,Ahmedabad,No,Type-I,U67120GJ1985PTC092523,Base
3218,Hirise Merchants (P) Ltd,Kolkata,No,ICC,U51909WB1993PTC057359,Base
3219,Hirji Finance Pvt. Ltd.,Jaipur,No,ICC,U67120RJ1996PTC012192,Base
3220,Hitaishi Investments Limited,Kolkata,No,Type-I,U65993WB1976PLC030686,Base
3221,Hi-Tech Corporate Services Ltd,Mumbai,No,ICC,U65990MH1994PLC080790,Base
3222,Hi-Tech Designs (P) Ltd,Kolkata,No,ICC,U95000WB1996PTC080111,Base
3223,Hi-Tech Holdings Pvt Ltd,Kolkata,No,ICC,U65191WB1996PTC242683,Base
3224,Hitesha Finance And Investment Ltd.,New Delhi,No,ICC,U65990DL1996PLC076007,Base
3225,Hiteshi Credit Capital Ltd,Mumbai,No,ICC,U67120MH1994PLC082718,Base
3226,Hiteshi Leasing And Housing Pvt.Ltd.,New Delhi,No,ICC,U74899DL1988PTC033428,Base
3227,Hiveloop Capital Private Limited,Bengaluru,No,ICC,U67100KA2016PTC098355,Base
3228,HM Export Limited,Kolkata,No,ICC,U65923WB1961PLC025330,Middle
3229,HMT Finance Private Limited (Formerly Chandan Financiers Limited),Jaipur,No,ICC,U65921RJ1996PTC075859,Base
3230,Holdwell Distributors (P) Ltd,Kolkata,No,ICC,U15132WB1994PTC065768,Base
3231,Hollyfield Holding Pvt. Ltd.,Kolkata,No,ICC,U51909WB1995PTC071798,Base
3232,Hollyfield Traders Pvt Ltd,Kolkata,No,ICC,U51109WB1995PTC069608,Base
3233,Holy Faith Finance Private Limited (Formerly Known As 'Soubhagya Laxmi Finance Private Ltd'),Thiruvananthapuram,No,ICC,U65910KL1996PTC010619,Base
3234,Home Credit India Finance Private Limited,New Delhi,No,ICC,U65910HR1997PTC047448,Middle
3235,Home First Finance Company India Limited,Mumbai,No,HFC,L65990MH2010PLC240703,Middle
3236,Home Plus Finance Private Ltd,Chennai,No,ICC,U65990TN2019PTC129934,Base
3237,Homeshree Housing Finance Limited,New Delhi,No,HFC,U65191DL2010PLC206137,Middle
3238,Honey Portfolio Pvt.Ltd.,New Delhi,No,ICC,U74899DL1995PTC066089,Base
3239,Honeywell Finserv Private Limited,New Delhi,No,ICC,U65999DL2017PTC311333,Base
3240,Honourable Business (P) Lttd,Kolkata,No,ICC,U51909WB1996PTC076442,Base
3241,Hoof Capital Private Limited,Bengaluru,No,ICC,U64920KA2023PTC178136,Base
3242,Hooghly Vinimay (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC078148,Base
3243,Hope Consultants Ltd.,New Delhi,No,ICC,U74899DL1992PLC048058,Base
3244,Hope Sales Promotion (P) Ltd,Kolkata,No,ICC,U51109WB1993PTC060891,Base
3245,Horizon Multi Projects Ltd,Kolkata,No,ICC,L51909WB1983PLC036352,Base
3246,Hornbill Finance Limited,Guwahati,No,ICC,U65929NL2002PLC006840,Base
3247,Hospitality Finance Company India Pvt. Ltd.,New Delhi,No,ICC,U65921MP1997PTC043401,Base
3248,Hota Hoti Wood Products Limited,Guwahati,No,ICC,L20211NL1984PLC002149,Base
3249,Hotel Coast-Rica (P) Ltd,Kolkata,No,ICC,U70101WB1991PTC050581,Base
3250,Housing and Urban Development Corporation Limited,New Delhi,No,IFC,L74899DL1970GOI005276,Middle
3251,Hrd Fincap Limited,Chandigarh,No,ICC,U65921PB1995PLC016239,Base
3252,HSB Leasing Private Limited,Chandigarh,No,ICC,U65921CH1992PLC012470,Base
3253,HSBC Investdirect Financial Services (India) Ltd. (Old Name Investsmart Financial Services Ltd.),Mumbai,No,ICC,U67190MH1996PLC097473,Middle
3254,HTC Finance (P) Ltd,Kolkata,No,ICC,U65993WB1996PTC078103,Base
3255,Htc Global Financial Services Private Limited,Chennai,No,ICC,U65921TN2007PTC064852,Base
3256,Humana Financial Services Private Limited,New Delhi,No,MFI,U65990DL2016PTC302788,Base
3257,Hunt Commercial Limited,New Delhi,No,ICC,U24231DL1987PLC026715,Base
3258,Hyatt Investment & Trading Co Pvt Ltd,Mumbai,No,ICC,U65990MH1992PTC065272,Base
